pclass,survived,sex,age,if child,fare ,is port,is A,boat,sibsp,parch,if is port and man
3,0,1,42,0,3,0,0,0,0,0,0
3,0,1,0,0,3,0,0,0,0,0,0
3,0,1,0,0,3,0,0,0,0,0,0
3,0,1,42,0,3,1,0,0,0,0,1
3,0,1,21,0,3,0,0,0,0,0,0
3,0,1,31,0,3,0,0,0,0,0,0
3,0,1,0,0,3,0,0,0,0,0,0
3,0,1,25,0,3,0,0,0,0,0,0
3,0,1,18,0,3,0,0,0,0,0,0
3,0,1,21,0,3,0,0,0,0,0,0
3,0,1,31,0,3,0,0,0,0,0,0
3,0,1,70.5,0,3,0,0,0,0,0,0
3,0,1,32,0,3,0,0,0,0,0,0
3,0,1,65,0,3,0,0,0,0,0,0
3,0,1,40.5,0,3,0,0,0,0,0,0
3,0,1,0,0,3,0,0,0,0,0,0
3,0,1,0,0,3,0,0,0,0,0,0
3,0,1,0,0,3,0,0,0,0,0,0
3,0,1,0,0,3,0,0,0,0,0,0
3,0,1,0,0,3,0,0,0,0,0,0
3,0,1,0,0,3,0,0,0,1,0,0
3,0,1,0,0,3,0,0,0,1,0,0
3,0,1,0,0,3,0,0,0,0,0,0
3,0,1,0,0,3,0,0,0,0,0,0
3,0,1,26,0,3,0,0,0,0,0,0
3,0,1,24,0,3,0,0,0,0,0,0
3,0,1,26,0,3,0,0,0,0,0,0
3,0,1,21,0,3,0,0,0,0,0,0
3,0,1,18,0,3,0,0,0,0,0,0
3,0,1,16,0,3,0,0,0,0,0,0
3,0,1,19,0,3,0,0,0,0,0,0
3,0,1,31,0,3,0,0,0,0,0,0
3,0,1,33,0,3,0,0,0,0,0,0
3,0,1,29,0,3,0,0,0,0,0,0
3,0,1,22,0,3,0,0,0,0,0,0
3,0,1,22,0,3,0,0,0,0,0,0
3,0,1,28,0,3,0,0,0,0,0,0
3,0,1,18,0,3,0,0,0,0,0,0
3,0,1,22,0,3,0,0,0,0,0,0
3,0,1,34.5,0,3,0,0,0,0,0,0
3,0,1,41,0,3,0,0,0,0,0,0
3,0,1,20,0,3,0,0,0,0,0,0
3,0,1,23,0,3,0,0,0,0,0,0
3,0,1,24,0,3,0,0,0,0,0,0
3,0,1,26,0,3,0,0,0,1,0,0
3,0,1,21,0,3,0,0,0,0,0,0
3,0,1,20,0,3,0,0,0,0,0,0
3,0,1,48,0,3,0,0,0,0,0,0
3,0,1,29,0,3,0,0,0,0,0,0
3,0,1,27,0,3,0,0,0,0,0,0
3,0,1,33,0,3,0,0,0,0,0,0
3,0,1,18,0,3,0,0,0,1,1,0
3,0,1,26,0,3,0,0,0,0,0,0
3,0,1,0,0,3,0,0,0,0,0,0
3,0,1,0,0,3,0,0,0,0,0,0
3,0,1,26,0,3,0,0,0,0,0,0
3,0,1,26,0,3,0,0,0,0,0,0
3,0,1,26,0,3,0,0,0,0,0,0
3,0,1,26,0,3,0,0,0,0,0,0
3,0,1,35,0,3,0,0,0,0,0,0
3,0,1,27,0,3,0,0,0,0,0,0
3,0,1,19,0,3,0,0,0,0,0,0
3,0,1,27,0,3,0,0,0,0,0,0
3,0,1,25,0,3,0,0,0,0,0,0
3,0,1,25,0,3,0,0,0,0,0,0
3,0,1,0,0,3,0,0,0,0,0,0
3,0,1,0,0,3,0,0,0,0,0,0
3,0,1,17,0,3,0,0,0,0,0,0
3,0,1,43,0,3,0,0,0,0,0,0
3,0,1,33,0,3,0,0,0,0,0,0
3,0,1,0,0,3,0,0,0,0,0,0
3,0,1,28,0,3,0,0,0,0,0,0
3,0,1,0,0,3,0,0,0,0,0,0
3,0,1,0,0,3,0,0,0,0,0,0
3,0,1,23,0,3,0,0,0,0,0,0
3,0,1,30,0,3,0,0,0,0,0,0
3,0,1,0,0,3,0,0,0,0,0,0
3,0,1,0,0,3,0,0,0,0,0,0
3,0,1,0,0,3,0,0,0,0,0,0
3,0,1,35,0,3,0,0,0,0,0,0
3,0,1,33,0,3,0,0,0,0,0,0
3,0,1,0,0,3,0,0,0,0,0,0
3,0,1,20,0,3,0,0,0,0,0,0
3,0,1,37,0,3,0,0,0,2,0,0
3,0,1,28,0,3,0,0,0,2,0,0
3,0,1,32,0,3,0,0,0,0,0,0
3,0,1,29,0,3,0,0,0,0,0,0
3,0,1,26,0,3,0,0,0,0,0,0
3,0,1,35,0,3,0,0,0,0,0,0
3,0,1,22,0,3,0,0,0,0,0,0
3,0,1,19,0,3,0,0,0,0,0,0
3,0,1,35,0,3,0,0,0,0,0,0
3,0,1,21,0,3,0,0,0,0,0,0
3,0,1,24,0,3,0,0,0,0,0,0
3,0,1,29,0,3,0,0,0,0,0,0
3,0,1,43,0,3,0,0,0,0,0,0
3,0,1,30,0,3,0,0,0,0,0,0
3,0,1,22,0,3,0,0,0,0,0,0
3,0,1,17,0,3,0,0,0,2,0,0
3,0,1,0,0,3,0,0,0,0,0,0
3,0,1,22,0,3,0,0,0,0,0,0
3,0,1,51,0,3,0,0,0,0,0,0
3,0,1,0,0,3,0,0,0,0,0,0
3,0,1,44,0,3,0,0,0,0,0,0
3,0,1,0,0,3,0,0,0,0,0,0
3,0,1,19,0,3,0,0,0,0,0,0
3,0,1,18,0,3,0,0,0,0,0,0
3,0,1,32,0,3,0,0,0,0,0,0
3,0,1,21,0,3,0,0,0,0,0,0
3,0,1,33,0,3,0,0,0,0,0,0
3,0,1,18,0,3,0,0,0,0,0,0
3,0,1,38,0,3,0,0,0,0,0,0
3,0,1,17,0,3,0,0,0,0,0,0
3,0,1,17,0,3,0,0,0,0,0,0
3,0,1,17,0,3,0,0,0,0,0,0
3,0,1,42,0,3,0,0,0,0,0,0
3,0,1,26,0,3,0,0,0,2,0,0
3,0,1,22,0,3,0,0,0,0,0,0
3,0,1,29,0,3,0,0,0,0,0,0
3,0,1,16,0,3,0,0,0,0,0,0
3,0,1,20,0,3,0,0,0,0,0,0
3,0,1,24,0,3,0,0,0,0,0,0
2,0,1,62,0,3,0,0,0,0,0,0
3,0,1,20,0,3,0,0,0,0,0,0
3,0,1,19,0,3,0,0,0,0,0,0
2,0,1,25,0,2,0,0,0,0,0,0
2,0,1,23,0,2,0,0,0,0,0,0
2,0,1,28,0,2,0,0,0,0,0,0
2,0,1,29,0,2,0,0,0,0,0,0
2,0,1,18,0,2,0,0,0,0,0,0
2,0,1,26,0,2,0,0,0,0,0,0
2,0,1,47,0,2,0,0,0,0,0,0
2,0,1,30,0,2,0,0,0,0,0,0
2,0,1,32,0,2,0,0,0,0,0,0
2,0,1,31,0,2,0,0,0,0,0,0
2,0,1,24,0,2,0,0,0,0,0,0
2,0,1,70,0,2,0,0,0,0,0,0
2,0,1,16,0,2,0,0,0,0,0,0
2,0,1,23,0,2,0,0,0,0,0,0
2,0,1,28,0,2,0,0,0,0,0,0
2,0,1,19,0,2,0,0,0,0,0,0
2,0,1,36,0,2,0,0,0,0,0,0
2,0,1,19,0,2,0,0,0,0,0,0
2,0,1,35,0,2,0,0,0,0,0,0
2,0,1,25,0,2,0,0,0,0,0,0
2,0,1,23,0,2,0,0,0,1,0,0
2,0,1,66,0,2,0,0,0,0,0,0
2,0,1,0,0,2,0,0,0,0,0,0
2,0,1,18,0,2,0,0,0,0,0,0
2,0,1,18,0,2,0,0,0,0,0,0
2,0,1,21,0,2,0,0,0,0,0,0
2,0,1,21,0,2,0,0,0,1,0,0
2,0,1,21,0,2,0,0,0,1,0,0
2,0,1,23,0,2,0,0,0,2,1,0
2,0,1,33,0,2,0,0,0,0,0,0
2,0,1,35,0,2,0,0,0,0,0,0
2,0,1,57,0,2,0,0,0,0,0,0
2,0,1,61,0,2,0,0,0,0,0,0
2,0,1,51,0,2,0,0,0,0,0,0
2,0,1,36,0,2,0.5,0,0,0,0,1
2,0,1,0,0,2,0,0,0,0,0,0
2,0,1,30,0,2,0,0,0,0,0,0
2,0,1,57,0,2,0,0,0,0,0,0
2,0,1,23,0,2,0,0,0,0,0,0
2,0,1,26,0,2,0,0,0,0,0,0
2,0,1,42,0,2,0,0,0,0,0,0
2,0,1,27,0,2,0,0,0,0,0,0
2,0,1,25,0,2,0,0,0,0,0,0
2,0,1,42,0,2,0,0,0,0,0,0
2,0,1,19,0,2,0,0,0,0,0,0
2,0,1,28,0,2,0,0,0,0,0,0
2,0,1,32,0,2,0,0,0,0,0,0
2,0,1,23,0,2,0,0,0,0,0,0
2,0,1,21,0,2,0,0,0,0,0,0
2,0,1,18,0,2,0,0,0,0,0,0
2,0,1,36,0,2,0,0,0,0,0,0
2,0,1,24,0,2,0,0,0,0,0,0
2,0,1,34,0,2,0,0,0,0,0,0
2,0,1,30,0,2,0,0,0,0,0,0
2,0,1,52,0,2,0,0,0,0,0,0
2,0,1,30,0,2,0,0,0,0,0,0
2,0,1,44,0,2,0,0,0,0,0,0
2,0,1,36,0,2,0,0,0,0,0,0
2,0,1,50,0,2,0,0,0,0,0,0
2,0,1,30,0,2,0,0,0,0,0,0
2,0,1,30,0,2,0,0,0,0,0,0
2,0,1,39,0,2,0,0,0,0,0,0
2,0,1,48,0,2,0,0,0,0,0,0
2,0,1,27,0,2,0,0,0,0,0,0
2,0,1,26,0,2,0,0,0,0,0,0
2,0,1,39,0,2,0,0,0,0,0,0
2,0,1,41,0,2,0,0,0,0,0,0
2,0,1,34,0,2,0,0,0,0,0,0
2,0,1,26,0,2,0,0,0,0,0,0
2,0,1,25,0,2,0,0,0,0,0,0
2,0,1,25,0,2,0,0,0,0,0,0
2,0,1,18.5,0,2,0.5,0,0,0,0,1
2,0,1,23,0,2,0,0,0,0,0,0
2,0,1,40,0,2,0,0,0,0,0,0
2,0,1,52,0,2,0,0,0,0,0,0
2,0,1,24,0,2,0,0,0,0,0,0
2,0,1,32,0,2,0,0,0,0,0,0
2,0,1,28,0,2,0,0,0,0,0,0
2,0,1,59,0,2,0,0,0,0,0,0
3,0,1,23,0,2,0,0,0,1,0,0
2,0,1,54,0,2,0,0,0,0,0,0
3,0,1,41,0,2,0,0,0,2,0,0
3,0,1,0.3333,1,2,0,0,0,0,2,0
3,0,1,34,0,2,0,0,0,1,1,0
3,0,1,26,0,2,0,0,0,1,0,0
3,0,1,18,0,2,0,0,0,1,0,0
3,0,1,0,0,2,0,0,0,1,0,0
3,0,1,0,0,2,0,0,0,1,0,0
3,0,1,0,0,2,0,0,0,0,0,0
2,0,1,47,0,2,0,0,0,0,0,0
2,0,1,27,0,2,0,0,0,0,0,0
2,0,1,0,0,2,0.5,0,0,0,0,1
2,0,1,23,0,2,0,0,0,0,0,0
2,0,1,41,0,2,0,0,0,0,0,0
2,0,1,0,0,2,0,0,0,0,0,0
3,0,1,40.5,0,2,0,0,0,0,0,0
3,0,1,6,1,2,0,0,0,1,1,0
3,0,1,40,0,2,0,0,0,1,1,0
3,0,1,0,0,2,0,0,0,1,0,0
3,0,1,36,0,2,0,1,0.5,1,0,0
2,0,1,0,0,2,0,0,0,0,0,0
3,0,1,32,0,2,0,0,1,1,0,0
3,0,1,28,0,2,0,0,0,1,0,0
2,0,1,40,0,2,0,0,0,0,0,0
3,0,1,21,0,2,0,0,0,0,0,0
3,0,1,44,0,2,0,0,0,0,1,0
3,0,1,0,0,2,0,0,0,1,0,0
3,0,1,30,0,2,0,0,0,1,0,0
3,0,1,25,0,2,0,0,0,1,0,0
3,0,1,11,1,2,0,0,0,0,0,0
3,0,1,0,0,2,0,0,0,1,0,0
3,0,1,0,0,2,0,0,0,1,0,0
3,0,1,13,1,2,0,0,0,0,2,0
3,0,1,16,0,2,0,0,0,1,1,0
3,0,1,33,0,2,0,0,0,1,1,0
3,0,1,26,0,2,0,0,0,1,2,0
2,0,1,38,0,2,0,0,0,1,0,0
2,0,1,34,0,2,0,0,0,1,0,0
2,0,1,43,0,2,0,0,0,0,1,0
2,0,1,34,0,2,0,0,1,1,0,0
2,0,1,29,0,2,0,0,0,1,0,0
2,0,1,30,0,2,0,0,0,1,0,0
3,0,1,32,0,2,0,0,0,0,0,0
3,0,1,28,0,2,0,0,0,0,0,0
3,0,1,0,0,2,0,0,0,1,2,0
3,0,1,0,0,2,0,0,0,1,2,0
2,0,1,30,0,2,0,0,0,1,0,0
3,0,1,24,0,2,0,0,0,2,0,0
3,0,1,21,0,2,0,0,0,2,0,0
3,0,1,39,0,2,0,0,0,0,0,0
3,0,1,0,0,2,0,0,0,3,1,0
1,0,1,47,0,2,0,0,0,0,0,0
1,0,1,0,0,2,0,0,0,0,0,0
1,0,1,25,0,2,0,0,0,0,0,0
1,0,1,49,0,2,0,0,0,0,0,0
1,0,1,46,0,2,0,0,0,0,0,0
1,0,1,50,0,2,0,0,0,0,0,0
1,0,1,30,0,2,0,0,0,0,0,0
1,0,1,64,0,2,0,0,0,0,0,0
1,0,1,0,0,2,1,0,0,0,0,1
2,0,1,34,0,2,0,0,0,1,0,0
2,0,1,28,0,2,0,0,0,0,0,0
2,0,1,25,0,2,0,0,0,1,0,0
2,0,1,54,0,2,0,0,0,1,0,0
2,0,1,37,0,2,0,0,0,1,0,0
2,0,1,29,0,2,0,0,0,1,0,0
2,0,1,54,0,2,0,0,0,0,0,0
2,0,1,40,0,2,0,0,0,1,0,0
2,0,1,35,0,2,0,0,0,0,0,0
2,0,1,16,0,2,0,0,0,0,0,0
2,0,1,44,0,2,0,0,0,1,0,0
2,0,1,63,0,2,0,0,0,1,0,0
2,0,1,34,0,2,0,0,0,1,0,0
2,0,1,30,0,2,0,0,0,1,1,0
2,0,1,50,0,2,0,0,0,1,0,0
2,0,1,46,0,2,0,0,0,0,0,0
2,0,1,39,0,2,0,0,0,0,0,0
2,0,1,36.5,0,2,0,0,0,0,2,0
2,0,1,27,0,2,0,0,0,0,0,0
2,0,1,27,0,2,0,0,0,1,0,0
2,0,1,31,0,2,0,0,0,1,1,0
2,0,1,43,0,2,0,0,0,1,1,0
1,0,1,42,0,1,0,0,0,0,0,0
1,0,1,45,0,1,0,0,0,0,0,0
1,0,1,0,0,1,0,0,0,0,0,0
1,0,1,0,0,1,0,0,0,0,0,0
1,0,1,0,0,1,0,0,0,0,0,0
1,0,1,42,0,1,0,0,0,0,0,0
1,0,1,65,0,1,0,0,0,0,0,0
1,0,1,33,0,1,0,0,0,0,0,0
1,0,1,56,0,1,0,0,0,0,0,0
1,0,1,62,0,1,1,0,0,0,0,1
1,0,1,60,0,1,0,0,0,0,0,0
1,0,1,62,0,1,0,0,0,0,0,0
2,0,1,42,0,1,0,0,0,1,0,0
1,0,1,0,0,1,0,0,0,0,0,0
1,0,1,28.5,0,1,1,0,0,0,0,1
1,0,1,0,0,1,0,0,0,0,0,0
1,0,1,40,0,1,0,0,0,0,0,0
2,0,1,29,0,1,0,0,0,1,0,0
1,0,1,30,0,1,1,0,0,0,0,1
2,0,1,36,0,1,0,0,0,1,2,0
1,0,1,45.5,0,1,0,0,0,0,0,0
1,0,1,39,0,1,0,0,0,0,0,0
1,0,1,58,0,1,1,0,0,0,0,1
1,0,1,37,0,1,0,0,0,0,1,0
1,0,1,29,0,1,0,0,0,0,0,0
2,0,1,32.5,0,1,0,0,0,1,0,0
1,0,1,41,0,1,1,0,0,0,0,1
1,0,1,55,0,1,0,0,0,0,0,0
1,0,1,0,0,1,0,0,1,0,0,0
1,0,1,56,0,1,1,0,0,0,0,1
1,0,1,0,0,1,0,0,0,0,0,0
3,0,1,4,1,1,0,0,0,4,2,0
3,0,1,39,0,1,0,0,0,1,5,0
3,0,1,5,1,1,0,0,0,4,2,0
3,0,1,9,1,1,0,0,0,4,2,0
3,0,1,13,1,1,0,0,0,4,2,0
3,0,1,40,0,1,0,0,0,1,5,0
2,0,1,25,0,1,0,0,0,0,0,0
2,0,1,24,0,1,0,0,0,2,0,0
2,0,1,22,0,1,0,0,0,2,0,0
1,0,1,61,0,1,0,0,0,0,0,0
2,0,1,42,0,1,0,0,0,1,1,0
2,0,1,28,0,1,0,0,0,0,1,0
1,0,1,61,0,1,1,0,0,0,0,1
1,0,1,47,0,1,0,0,0,0,0,0
3,0,1,18,0,1,0,0,0,2,2,0
3,0,1,16,0,1,0,0,0,1,3,0
1,0,1,71,0,1,1,0,0,0,0,1
1,0,1,0,0,1,0,0,0,0,0,0
1,0,1,45,0,1,0.5,0,0,0,0,1
2,0,1,19,0,1,0,0,0,1,1,0
2,0,1,31,0,1,0,0,0,1,1,0
1,0,1,47,0,1,1,0,0,0,0,1
2,0,1,60,0,1,0,0,0,1,1,0
1,0,1,0,0,1,0,0,0,0,0,0
1,0,1,36,0,1,0,0,0,0,0,0
2,0,1,25,0,1,0,0,0,1,2,0
1,0,1,0,0,1,0,0,0,0,0,0
1,0,1,47,0,1,0,0,0,0,0,0
1,0,1,42,0,1,1,0,0,0,0,1
1,0,1,30,0,1,0,0,0,0,0,0
3,0,1,9,1,1,0,0,0,5,2,0
3,0,1,1,1,1,0,0,0,5,2,0
3,0,1,11,1,1,0,0,0,5,2,0
3,0,1,14,1,1,0,0,0,5,2,0
3,0,1,40,0,1,0,0,0,1,6,0
1,0,1,28,0,1,0,0,0,0,0,0
1,0,1,17,0,1,0,0,0,0,0,0
1,0,1,71,0,1,0,0,0,0,0,0
1,0,1,55,0,1,1,0,0,0,0,1
1,0,1,0,0,1,0,0,0,0,0,0
1,0,1,48,0,1,0,0,0,0,0,0
1,0,1,31,0,1,0,0,0,0,0,0
1,0,1,0,0,1,0,0,0,0,0,0
1,0,1,41,0,1,1,0,0,1,0,1
1,0,1,54,0,1,0,0,0,0,0,0
1,0,1,0,0,1,0,0,0,0,0,0
1,0,1,31,0,1,1,0,0,1,0,1
1,0,1,42,0,1,0,0,0,1,0,0
1,0,1,47,0,1,0,0,0,0,0,0
1,0,1,37,0,1,1,0,0,1,0,1
1,0,1,19,0,1,0,0,0,1,0,0
1,0,1,50,0,1,0,0,0,1,0,0
3,0,1,0,0,1,0,0,0,0,0,0
3,0,1,28,0,1,0,0,0,0,0,0
1,0,1,55,0,1,0,0,0,1,0,0
1,0,1,24,0,1,1,0,0,1,0,1
1,0,1,46,0,1,1,0,0,1,0,1
1,0,1,51,0,1,0,0,0,0,1,0
1,0,1,65,0,1,0,0,0,0,1,0
2,0,1,49,0,1,0,0,0,1,2,0
2,0,1,14,1,1,0,0,0,0,0,0
1,0,1,29,0,1,0,0,0,1,0,0
1,0,1,70,0,1,0,0,0,1,1,0
1,0,1,39,0,1,1,0,0,1,0,1
2,0,1,18,0,1,0,0,0,0,0,0
2,0,1,17,0,1,0,0,0,0,0,0
2,0,1,18,0,1,0,0,0,0,0,0
2,0,1,24,0,1,0,0,0,2,0,0
2,0,1,32,0,1,0,0,0,2,0,0
2,0,1,21,0,1,0,0,0,2,0,0
2,0,1,21,0,1,0,0,0,0,0,0
1,0,1,36,0,1,0,1,0.5,0,0,0
1,0,1,46,0,1,0,0,0,0,0,0
1,0,1,64,0,1,1,0,0,1,0,1
1,0,1,54,0,1,0,0,0,0,1,0
1,0,1,21,0,1,0,0,0,0,1,0
1,0,1,36,0,1,0,0,0,1,0,0
1,0,1,24,0,1,0,0,0,0,0,0
1,0,1,46,0,1,0,0,0,0,0,0
1,0,1,46,0,1,0,0,0,0,0,0
1,0,1,52,0,1,1,0,0,1,1,1
1,0,1,28,0,1,0,0,0,1,0,0
1,0,1,37,0,1,0,0,0,1,1,0
1,0,1,45,0,1,1,0,0,1,0,1
1,0,1,44,0,1,0,0,0,2,0,0
1,0,1,55,0,1,1,0,0,1,1,1
1,0,1,23,0,1,0,0,0,0,0,0
1,0,1,50,0,1,0,0,0,1,0,0
1,0,1,18,0,1,1,0,0,1,0,1
1,0,1,49,0,1,0,0,0,1,1,0
1,0,1,58,0,1,0,0,0,0,2,0
1,0,1,22,0,1,0,0,0,0,0,0
1,0,1,27,0,1,1,0,0,1,0,1
1,0,1,57,0,1,0,0,0,1,0,0
1,0,1,30,0,1,0,0,0,1,2,0
1,0,1,38,0,1,1,0,0,0,1,1
1,0,1,57,0,1,0,0,0,1,1,0
1,0,1,32.5,0,1,0,0,0,0,0,0
1,0,1,50,0,1,0,0,0,1,1,0
1,0,1,27,0,1,0,0,0,0,2,0
1,0,1,0,0,1,1,0,0,0,0,1
1,0,1,67,0,1,1,0,0,1,0,1
1,0,1,47,0,1,0,0,0,1,0,0
1,0,1,0,0,1,0,0,0,0,0,0
1,0,1,24,0,1,0,0,0,0,1,0
1,0,1,61,0,1,0,0,0,1,3,0
1,0,1,19,0,1,1,0,0,3,2,1
1,0,1,64,0,1,1,0,0,1,4,1
3,0,0,18,0,3,0,0,0,0,0,0
3,0,0,18.5,0,3,0,0,0,0,0,0
3,0,0,0,0,3,0,0,0,0,0,0
3,0,0,30,0,3,0,0,0,0,0,0
3,0,0,17,0,3,0,0,0,0,0,0
3,0,0,0,0,3,0,0,0,0,2,0
3,0,0,21,0,3,0,0,0,0,0,0
3,0,0,37,0,3,0,0,0,0,0,0
3,0,0,24,0,3,0,0,0,0,0,0
3,0,0,0,0,3,0,0,0,0,0,0
3,0,0,0,0,3,0,0,0,0,0,0
3,0,0,45,0,3,0,0,0,0,0,0
3,0,0,30.5,0,3,0,0,0,0,0,0
3,0,0,38,0,3,0,0,0,4,2,0
3,0,0,28,0,3,0,0,0,0,0,0
3,0,0,25,0,3,0,0,0,0,0,0
3,0,0,20,0,3,0,0,0,0,0,0
3,0,0,27,0,3,0,0,0,0,0,0
3,0,0,18,0,3,0,0,0,0,0,0
3,0,0,0,0,3,0,0,0,0,0,0
3,0,0,23,0,3,0,0,0,0,0,0
3,0,0,27,0,3,0,0,0,1,0,0
3,0,0,25,0,3,0,0,0,1,0,0
3,0,0,21,0,3,0,0,0,0,0,0
3,0,0,30,0,3,0,0,0,0,0,0
3,0,0,22,0,3,0,0,0,2,0,0
3,0,0,24,0,3,0,0,0,0,0,0
3,0,0,40,0,3,0,0,0,1,0,0
3,0,0,37,0,3,0,0,0,0,0,0
3,0,0,20,0,3,0,0,0,1,0,0
3,0,0,21,0,3,0,0,0,1,0,0
2,0,0,57,0,2,1,0,0,0,0,0
3,0,0,22,0,2,0,0,0,0,0,0
3,0,0,1,1,2,0,0,0,1,1,0
3,0,0,36,0,2,0,0,0,0,2,0
2,0,0,30,0,2,0,0,0,0,0,0
2,0,0,38,0,2,0,0,0,0,0,0
2,0,0,18,0,2,0,0,0,1,1,0
2,0,0,24,0,2,0,0,0,0,0,0
3,0,0,28,0,2,0,0,0,1,1,0
3,0,0,18,0,2,0,0,0,0,1,0
3,0,0,45,0,2,0,0,0,0,1,0
3,0,0,0,0,2,0,0,0,1,0,0
3,0,0,17,0,2,0,0,0,0,0,0
3,0,0,0,0,2,0,0,0,1,0,0
3,0,0,9,1,2,0,0,0,1,1,0
3,0,0,0,0,2,0,0,0,0,2,0
3,0,0,32,0,2,0,0,0,1,1,0
3,0,0,0,0,2,0,0,0,1,0,0
3,0,0,30,0,2,0,1,0.5,1,0,0
3,0,0,26,0,2,0,0,0,1,0,0
3,0,0,18,0,2,0,0,0,1,0,0
2,0,0,0,0,2,0,0,0,0,0,0
2,0,0,22,0,2,0,0,0,0,0,0
2,0,0,27,0,2,0,0,0,1,0,0
3,0,0,0,0,2,0,0,0,1,2,0
3,0,0,0,0,2,0,0,0,1,2,0
3,0,0,0,0,2,0,0,0,3,1,0
3,0,0,0,0,2,0,0,0,3,1,0
3,0,0,0,0,2,0,0,0,3,1,0
3,0,0,0,0,2,0,0,0,0,4,0
2,0,0,44,0,2,0,0,0,1,0,0
2,0,0,29,0,2,0,0,0,1,0,0
2,0,0,60,0,2,0,0,0,1,0,0
2,0,0,26,0,2,0,0,0,1,1,0
1,0,0,50,0,1,1,0,0,0,0,0
3,0,0,6,1,1,0,0,0,4,2,0
3,0,0,2,1,1,0,0,0,4,2,0
3,0,0,9,1,1,0,0,0,4,2,0
3,0,0,11,1,1,0,0,0,4,2,0
3,0,0,39,0,1,0,0,0,1,5,0
1,0,0,36,0,1,1,0,0,0,0,0
3,0,0,21,0,1,0,0,0,2,2,0
3,0,0,9,1,1,0,0,0,2,2,0
3,0,0,48,0,1,0,0,0,1,3,0
3,0,0,10,1,1,0,0,0,5,2,0
3,0,0,16,0,1,0,0,0,5,2,0
3,0,0,43,0,1,0,0,0,1,6,0
1,0,0,2,1,1,0,0,0,1,2,0
1,0,0,25,0,1,0,0,0,1,2,0
1,0,0,63,0,1,1,0,0,1,0,0
